tid	Pop	Blues	Latin	Reggae	Folk, World, & Country	Jazz	Classical	Electronic	Hip Hop	Rock	Funk / Soul	Brass & Military	av_cluster_0	av_cluster_1	av_cluster_2	chunk_id
974965	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
456532	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	0
1093848	False	False	False	False	False	True	False	True	False	False	False	False	False	False	True	0
1341199	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
1197780	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0
922943	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
694402	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
405665	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	0
306102	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
11185	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
692953	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	0
355486	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1392708	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
518134	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	0
1131184	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	0
962772	False	False	False	False	False	False	False	False	True	False	True	False	False	True	True	0
395289	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1307741	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	0
1374348	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1362607	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	0
1302638	True	False	False	True	False	False	False	False	False	False	False	False	False	True	True	0
1018783	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	0
1387457	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	0
1377707	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1372933	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1286488	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1054365	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
1230992	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0
1207619	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
1032241	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
154285	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	0
1090577	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	0
1134467	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
1323267	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	0
319749	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	0
1327739	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
1288836	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
1144451	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	0
1076449	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1203201	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
82123	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0
406570	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	0
118775	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
263535	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	0
500592	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	0
352078	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	0
1066799	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	0
1235726	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	0
335629	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
150742	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1310931	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
1414506	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
654630	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
312915	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	0
357330	False	False	True	True	False	False	False	False	False	False	False	False	True	True	True	0
1211992	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
94700	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
531352	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	0
1283562	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	0
844329	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
1248600	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	0
187621	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
28107	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	0
1076278	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
663855	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	0
324612	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
106224	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0
47891	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1046600	False	False	False	True	False	False	False	False	False	True	False	False	True	False	False	0
479887	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
153776	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
1215807	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	0
81662	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	0
1095481	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
1170818	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1143940	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	0
381707	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0
1089052	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	0
1089822	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	0
1160143	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	0
1337147	False	False	False	False	False	True	False	True	False	False	False	False	False	True	True	0
1037750	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	0
1248439	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
81639	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
582653	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
1063450	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
106029	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	0
1156115	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1179160	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	0
1086318	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	0
1090228	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	0
1233528	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	0
1144143	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	0
1298301	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	0
875391	True	False	False	False	True	False	False	False	False	False	False	False	False	True	True	0
1134316	False	False	True	False	False	False	False	False	True	False	False	False	False	True	True	0
1364708	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
293910	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
133092	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	0
1043781	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1188847	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	0
1314123	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
470732	False	False	False	False	False	False	True	False	False	True	False	False	True	True	True	0
1121105	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	0
81205	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1041498	False	False	True	False	True	False	False	False	False	False	False	False	True	False	True	0
1312134	False	False	True	False	False	False	False	False	False	False	False	False	True	True	False	0
891038	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
1235730	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	0
1150917	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	0
410817	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	0
891053	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	0
1324901	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1187970	True	False	False	False	False	False	False	False	False	False	False	False	True	True	True	0
1046427	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	0
1337422	False	False	True	False	False	True	False	False	False	False	False	False	True	True	False	0
996961	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1368384	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
38005	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	0
1079340	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	0
1076408	False	False	False	True	False	False	False	False	False	False	False	False	True	False	True	0
1402637	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1219696	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	1
1248266	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	1
1375490	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
426030	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
601131	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	1
500822	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1148988	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	1
1247352	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	1
1056128	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1414622	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
244960	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	1
423116	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	1
1323312	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	1
1346960	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
1157325	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
109225	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1144450	False	False	False	False	False	True	False	False	False	True	False	False	False	False	True	1
1215848	False	False	True	True	False	False	False	False	False	False	False	False	True	True	True	1
1179860	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	1
449923	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1406916	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	1
1355133	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	1
1131077	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
1194828	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	1
246566	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
1085217	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	1
1303521	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
111964	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	1
1129589	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1076329	False	False	False	True	False	False	False	False	True	False	False	False	False	True	True	1
1121894	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1094051	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
369457	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1265307	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
847637	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
414117	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	1
1415854	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1168573	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	1
1410132	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
967231	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
1035354	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1191168	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1384551	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	1
483278	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
231118	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1098110	False	False	False	False	False	True	False	False	False	False	True	False	True	False	True	1
882463	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	1
1361910	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
169274	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
131615	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
1247670	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1109867	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	1
996964	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	1
13284	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	1
1349565	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	1
1307726	False	True	False	False	False	True	False	False	False	False	False	False	True	True	False	1
1143800	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
1028887	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	1
1339693	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
30227	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	1
129966	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
1274438	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	1
1379948	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	1
363570	False	False	False	False	True	False	False	False	False	False	False	False	False	True	True	1
1195668	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
820924	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
1230637	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	1
1192256	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	1
243418	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	1
949032	False	False	False	False	True	False	False	False	False	False	False	False	True	True	False	1
768505	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
989872	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1133594	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	1
1071927	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1397206	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
278193	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
1217502	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
258360	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
1131614	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
1119037	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	1
249988	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
489234	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
7041	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	1
1092334	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
617329	False	False	False	True	False	False	False	False	True	False	False	False	False	True	True	1
1383721	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
1067706	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
715781	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	1
1156317	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
261271	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1205700	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	1
454617	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1368387	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
306166	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
1327742	False	False	True	False	False	False	False	False	False	False	False	False	True	True	False	1
121140	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
36985	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1171854	False	False	False	True	False	False	False	False	False	False	False	False	True	True	True	1
1121398	False	False	False	False	False	False	False	False	True	False	True	False	False	True	True	1
230861	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
1127286	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
130378	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1203362	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
1049588	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	1
1278515	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
1369432	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
394602	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	1
1287454	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
208109	False	False	False	True	False	False	False	False	False	False	False	False	True	True	True	1
1359936	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	1
1408991	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	1
317905	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1089084	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1274507	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
1128846	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1381059	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
168881	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
394066	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	1
1419626	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
205094	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
1045146	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	1
763124	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
1090200	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1057732	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	1
1190057	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	1
1075543	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1218823	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
33501	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
222440	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	1
959178	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
134414	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	1
1354762	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	1
1038116	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
1323258	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	1
1284340	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
82802	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
1084364	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
345618	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
1344834	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
1042055	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
1335151	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
345903	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
363853	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	1
1058226	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
151532	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	1
49023	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	1
1177896	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1083527	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	1
1076450	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	1
1045554	False	False	False	False	True	False	False	True	False	False	False	False	True	False	True	1
1333704	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	1
1363597	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
1235180	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
305531	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1041141	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1254777	False	False	False	False	False	False	True	True	False	False	False	False	True	False	True	1
1144132	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
129577	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
335794	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
1187086	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
1129988	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
958479	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	1
185244	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
1159741	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
451220	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	1
6777	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
711264	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
337998	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1379103	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	1
1332596	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
462203	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	1
1375002	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
292007	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	1
76944	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
984995	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	1
1420495	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	1
368174	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
363426	False	False	False	False	False	True	True	False	False	False	False	False	False	True	False	1
360232	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
173351	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1222641	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1341038	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
980566	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
1388941	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1319502	True	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
1090042	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
187514	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
