tid	Hip Hop	Reggae	Rock	Brass & Military	Blues	Electronic	Folk, World, & Country	Funk / Soul	Classical	Jazz	Latin	Pop	av_cluster_0	av_cluster_1	av_cluster_2	chunk_id
218031	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
791113	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
1254636	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
293909	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
828028	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
192631	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
952489	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	0
967035	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	0
1272782	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
321050	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
159014	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
1043731	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	0
1365115	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
137322	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1314287	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1180641	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
488321	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1064260	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
487859	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	0
1198576	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
1016177	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	0
1399149	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	0
1085484	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
146550	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	0
1160143	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	0
1165631	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1198191	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	0
1167888	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	0
1248253	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0
357347	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	0
130377	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	0
43683	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
1110675	False	False	False	False	False	False	True	False	False	False	False	True	True	False	False	0
114773	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	0
1121188	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	0
1371378	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	0
1164775	False	False	True	False	False	False	True	False	False	False	False	False	True	False	True	0
306164	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	0
187465	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	0
1162030	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1302638	False	True	False	False	False	False	False	False	False	False	False	True	True	False	True	0
695190	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1333697	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	0
1134429	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	0
997667	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	0
297756	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
1333696	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	0
1347620	False	True	False	False	False	False	False	True	False	True	False	False	True	True	True	0
1270574	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	0
296703	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
1095481	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
1129289	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	0
1357022	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	0
1052661	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1315325	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
253303	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	0
327812	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	0
1397850	True	False	False	False	False	True	False	False	False	False	False	False	True	True	True	0
1046917	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	0
109225	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	0
259038	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	0
47396	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	0
1127606	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	0
847329	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1127776	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0
1356435	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	0
26748	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
1080353	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	0
1248266	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
1278515	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	0
1194759	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	0
1222641	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	0
1166150	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
634500	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	0
1371862	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	0
1384025	False	True	False	False	False	False	True	False	False	False	False	False	True	True	True	0
1075556	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	0
250433	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
1083216	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
1033258	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1302668	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
1390913	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	0
10643	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	0
1394724	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1149698	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1286508	False	False	False	False	False	False	False	False	True	True	False	True	True	False	True	0
1420471	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
669146	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	0
387116	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	0
1132713	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	0
1353358	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1371494	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
311276	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	0
153960	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	0
81207	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	0
57051	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
1339693	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1221852	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
1283849	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	0
1402649	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
199594	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
1117701	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
1101123	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	0
1335151	True	False	False	False	False	False	False	False	False	False	False	False	True	True	True	0
1340330	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1313322	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1326947	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	0
312917	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	0
951448	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	0
275103	False	True	True	False	False	False	False	False	False	False	False	False	True	True	False	0
793708	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	0
1414207	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
175004	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0
338499	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
278343	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
170007	False	False	True	False	False	False	True	False	False	False	False	False	True	False	True	0
1098162	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
26321	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
218553	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1136894	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1399902	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	0
1050077	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	0
1105989	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	0
1166919	False	False	False	False	True	False	True	False	False	False	False	False	True	True	False	0
181659	False	False	False	False	True	False	True	False	False	False	False	False	True	True	False	0
185244	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
1219294	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	0
370257	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	0
475060	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	0
1240769	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1292384	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	0
257172	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
278192	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
29872	False	False	False	False	False	False	False	False	False	True	True	False	True	True	False	0
56445	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
420948	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	0
1374300	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	0
1076449	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	0
1203415	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	0
21506	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0
349108	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	0
1139657	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	0
346051	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
315119	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	0
1096936	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	0
669990	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
1216124	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
1402267	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0
399208	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
117098	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	0
1249602	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	0
1320855	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	0
750216	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
1144132	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
986585	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
1163588	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	0
1317930	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	0
663130	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
229487	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	0
5702	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	0
1328087	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	0
1089266	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0
152716	False	False	False	False	False	False	True	False	False	True	True	False	True	True	True	0
916386	True	False	True	False	False	True	False	False	False	False	False	False	True	True	True	0
1292682	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	0
26228	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	0
967231	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	0
1344496	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	0
1046462	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	0
1098185	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	0
1231043	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	0
756851	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
95109	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	0
1365053	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	0
1023264	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	0
1059054	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1420708	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	1
1303519	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1254541	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1203440	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
288285	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
208300	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
890978	False	False	True	False	False	False	True	False	False	False	False	False	True	True	True	1
1273974	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1026042	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
1179403	False	False	True	False	False	False	True	False	False	False	False	False	True	True	True	1
1064329	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
420763	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1045564	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	1
1238065	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	1
377176	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1066898	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
311436	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
1377609	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
507321	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
132851	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	1
1129655	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
1255457	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1227365	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	1
81209	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
7041	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	1
986864	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	1
1089822	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	1
454792	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	1
1374201	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
284252	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
1076735	True	False	False	False	False	False	False	False	False	False	False	False	True	True	True	1
1351037	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
208183	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1421791	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
116104	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	1
1222699	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
174170	False	False	True	False	False	False	True	False	False	False	False	False	True	False	True	1
1065247	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
1125515	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
1090533	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1187090	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
417626	False	False	False	False	True	False	True	False	False	False	False	False	True	True	False	1
1270614	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	1
1131239	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	1
78220	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	1
37807	False	False	False	False	False	True	False	True	False	False	False	False	True	False	True	1
201905	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
217690	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
842756	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
1057524	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
137426	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
1253429	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
601131	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	1
22608	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
18072	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1228658	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1209930	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
1209912	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	1
1348661	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	1
827327	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	1
1338427	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	1
112991	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	1
1287089	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
1324966	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
437795	False	False	True	False	False	False	True	False	False	False	False	False	False	True	True	1
1128077	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	1
1110551	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1341107	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	1
248408	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
747506	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
314099	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	1
306102	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
312915	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
647520	True	False	False	False	False	True	False	True	False	False	False	False	True	True	False	1
1085278	False	False	True	False	False	False	True	False	False	False	False	False	True	False	True	1
1186430	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
273276	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
266919	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	1
725827	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	1
1038475	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	1
1128334	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	1
1312608	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1356437	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	1
1056753	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1090244	True	True	False	False	False	False	False	False	False	False	True	False	True	True	True	1
1103988	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1039835	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	1
270105	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	1
101921	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	1
1293913	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
74482	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1371418	True	False	False	False	False	False	False	False	False	False	True	False	True	True	False	1
328649	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	1
1102225	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	1
698164	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
345907	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	1
167499	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1034298	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	1
1056128	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
1075544	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	1
1354277	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1204666	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
1048681	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	1
1109962	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1133988	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1194816	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1063130	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1147631	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	1
1324831	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	1
91825	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
1057821	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
839513	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
1132934	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	1
207517	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1123304	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
1349565	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	1
1155158	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	1
1301818	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1099748	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	1
136846	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
1177388	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
260196	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1205074	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
1348733	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
273270	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
194416	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	1
971581	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1204667	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
1204811	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
181605	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1361251	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	1
145732	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
47050	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
1128492	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
168881	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	1
297810	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
1209919	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
1376053	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	1
1267096	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1418490	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	1
1041565	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1166925	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
76139	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1331994	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	1
113574	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	1
1223463	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	1
1372086	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
1159480	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	1
410817	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
26042	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	1
1078436	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
1227373	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	1
1273387	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
1412830	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	1
1041556	False	False	True	False	True	False	True	False	False	False	False	False	True	True	True	1
1209920	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	1
22508	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	1
711254	True	False	False	False	False	False	False	False	False	False	False	False	True	True	True	1
1222956	False	False	True	False	False	False	True	False	False	False	False	False	True	True	True	1
132896	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
1344009	True	False	False	False	False	True	False	False	False	False	False	False	False	True	True	1
1346281	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	1
6734	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1344835	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	1
130933	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	1
1115146	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
1315858	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
477306	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
395801	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	1
1393246	True	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
1134020	False	False	True	False	False	False	False	True	False	False	False	False	True	False	False	1
1257008	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	1
571473	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	1
1032559	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	1
699784	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
1342630	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	1
211830	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
890518	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	1
208021	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	1
1359953	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	1
1393207	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	1
130160	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
415498	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	1
181731	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	1
187240	False	False	False	False	False	False	False	False	True	False	True	False	True	True	True	1
956215	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	1
